g, min, max, mean, std
465, 28713.44863, 41901.49383, 30393.60036, 3102.93984
466, 28713.44863, 40055.91676, 29646.26540, 2208.17843
467, 28622.53929, 40949.67074, 29664.18508, 2281.40752
468, 28609.91733, 40549.48417, 29543.00971, 2013.43463
469, 28609.91733, 173063.07978, 31462.53715, 14463.65774
470, 28609.91733, 38807.29696, 30032.00022, 2265.01941
471, 28609.91733, 37180.21949, 30072.99402, 2302.52611
472, 28609.91733, 43584.87179, 30088.51651, 3304.39407
473, 28609.91733, 544465.77718, 39621.63715, 67924.79078
474, 28609.91733, 40854.81312, 29583.63467, 2256.93100
475, 28609.91733, 52660.82057, 29926.31774, 3289.61017
476, 28609.91733, 38427.93652, 29468.02517, 1855.30651
477, 28609.91733, 416304.34927, 33249.33799, 38545.57136
478, 28609.91733, 213270.93769, 31333.57510, 18371.27955
479, 28579.94104, 40842.19116, 29191.85319, 1879.99285
480, 28579.94104, 41137.93792, 29737.01472, 2683.29723
481, 28579.94104, 78593.26497, 31042.07378, 5890.91630
482, 28566.06209, 84173.10646, 30750.46091, 6123.57032
483, 28566.06209, 38260.96023, 29514.31596, 2020.25386
484, 28566.06209, 40842.19116, 30125.18554, 2913.49082
485, 28566.06209, 49182.49828, 29683.20798, 2911.21879
486, 28566.06209, 65507.11606, 29656.91743, 4051.43908
487, 28566.06209, 38260.96023, 29591.54447, 2283.76003
488, 28553.45095, 416222.97886, 37568.79581, 53235.20700
489, 28421.31380, 43395.01884, 29698.35566, 2830.84092
490, 28421.31380, 45990.65631, 29782.45838, 2856.84704
491, 28421.31380, 44361.29569, 29902.83655, 3217.85101
492, 28421.31380, 45015.85692, 30007.80076, 3084.51914
493, 28408.70265, 46613.73662, 30858.80756, 4313.40231
494, 28421.31380, 45759.76567, 30197.38616, 3915.30947
495, 28408.70265, 512400.83591, 35826.28949, 48136.68962
496, 28384.49787, 53759.37332, 30871.35219, 5121.32783
497, 28401.11656, 43963.29247, 30427.62583, 3918.33869
498, 28401.11656, 46427.16576, 30471.18207, 4052.59888
499, 28257.01088, 44692.10805, 30503.34499, 4104.11552
500, 28244.39974, 46422.74046, 30102.36237, 3988.18903
501, 28236.81364, 46377.13286, 30256.33620, 3788.89821
502, 28236.81364, 48283.94263, 29914.03769, 3472.45323
503, 28236.81364, 38082.13575, 29307.57984, 2240.78852
504, 28236.81364, 40613.67357, 29385.88968, 2336.90744
505, 28236.81364, 37917.83283, 29106.44977, 1937.80058
506, 28192.93931, 469883.75212, 33585.31823, 43896.45237
507, 28192.93931, 37773.77490, 29325.99720, 2232.86605
508, 28192.93931, 213306.42486, 31259.91708, 18442.17215
509, 28192.93931, 40615.94652, 29392.24701, 2456.63999
510, 28191.54805, 434789.90011, 33945.14396, 40455.68655
511, 28097.27870, 45351.40577, 29538.20204, 2947.67084
512, 28026.60336, 37285.97304, 29124.14592, 2063.79310
513, 28026.60336, 236929.16367, 32146.37857, 21517.10688
514, 28095.88744, 39994.79567, 29696.56911, 2797.98858
515, 28095.88744, 38240.08975, 29083.65365, 2086.25855
516, 28016.42732, 37873.95850, 29209.61571, 2204.99322
517, 28016.42732, 96011.18450, 30107.36476, 7078.36927
518, 28016.42732, 503150.97429, 35864.59431, 50546.90804
519, 28016.42732, 345546.75684, 32043.70165, 31567.51128
520, 28016.42732, 38064.86534, 29204.16943, 2473.15239
521, 28016.42732, 44454.01535, 29186.78508, 2755.27606
522, 28016.42732, 38962.54910, 29376.44499, 2763.63297
523, 28016.42732, 36726.45682, 28865.01785, 1930.29023
524, 28016.42732, 37065.58672, 28899.01364, 2063.51385
525, 28016.42732, 37994.20019, 28877.59513, 2216.72899
526, 28016.42732, 42824.83978, 30021.38080, 3558.36740
527, 28016.42732, 298117.75141, 31668.14267, 26874.31344
528, 28016.42732, 400938.71977, 34601.21520, 39885.45401
529, 28016.42732, 39217.49206, 29165.38044, 2253.77100
530, 28016.42732, 39370.19690, 29385.85726, 2702.44779
531, 28016.42732, 528838.71151, 33990.01118, 49788.97382
532, 28016.42732, 44522.32098, 29290.77837, 2815.06250
533, 28016.42732, 39403.08624, 29108.43756, 2370.73721
534, 28016.42732, 446907.99270, 32998.83593, 41636.18576
535, 27800.70728, 41012.82165, 29504.71444, 2654.74985
536, 27800.70728, 43395.57875, 29356.61980, 2826.88702
537, 27800.70728, 38229.40972, 29117.33683, 2383.10992
538, 27800.70728, 38137.80775, 29531.55583, 2854.35729
539, 27800.70728, 61979.52386, 29789.48647, 4404.48602
540, 27800.70728, 61979.52386, 30214.00744, 6258.97521
541, 27800.70728, 61979.52386, 29418.02410, 4168.33852
542, 27800.70728, 37524.45745, 29061.64198, 2379.65339
543, 27753.35746, 61979.52386, 29193.65333, 3896.89615
544, 27753.35746, 40851.23916, 29320.81511, 2876.15113
545, 27753.35746, 315210.08741, 32447.32697, 28582.37896
546, 27753.35746, 38223.67445, 28841.47223, 2317.44423
547, 27720.51270, 40153.00636, 29220.26070, 2818.57086
548, 27720.51270, 64612.28448, 29036.08082, 4217.88026
549, 27657.95345, 37068.33336, 29082.73228, 2631.17396
550, 27657.95345, 39319.74411, 28845.60218, 2331.77864
551, 27657.95345, 40135.79577, 29217.07888, 2780.63783
552, 27657.95345, 37292.07675, 28506.50814, 1913.17474
553, 27612.03927, 41074.95016, 28878.82565, 2419.98773
554, 27612.03927, 37338.97264, 29102.62779, 2430.36071
555, 27612.03927, 455043.51726, 33521.11070, 42433.30494
556, 27612.03927, 37338.97264, 28974.21887, 2581.56123
557, 27612.03927, 38333.29899, 28771.16692, 2298.31068
558, 27501.75352, 37338.97264, 28590.79944, 2012.67551
559, 27501.75352, 39695.73624, 28664.28663, 2439.26107
560, 27501.75352, 39077.77886, 28581.77973, 2176.88104
561, 27455.83934, 41670.43911, 28949.79880, 2541.03452
562, 27455.83934, 41369.09071, 28979.12519, 2751.26777
563, 27455.83934, 37322.11628, 28562.94179, 2059.17180
564, 27455.83934, 40702.70099, 29003.09062, 2688.03440
565, 27455.83934, 38975.13251, 28903.89158, 2720.18299
566, 27455.83934, 105793.70857, 29668.45326, 8131.87536
567, 27455.83934, 37160.69301, 28601.01129, 2066.50896
568, 27455.83934, 37654.81776, 28488.06284, 2169.50718
569, 27455.83934, 38353.29854, 28792.83474, 2552.36476
570, 27412.91853, 37742.19813, 28737.64449, 2499.86601
571, 27412.91853, 37114.77883, 28592.41197, 2193.57730
572, 27412.91853, 48032.17300, 28718.69035, 2957.22613
573, 27412.91853, 39046.19640, 28795.43658, 2765.45414
574, 27412.91853, 38862.22337, 28624.81819, 2551.89424
575, 27412.91853, 49709.82109, 28695.43400, 2970.24623
576, 27371.87224, 37114.77883, 28527.69585, 2092.52351
577, 27371.87224, 34531.68593, 28190.30769, 1325.15185
578, 27345.65065, 36456.20401, 28536.75177, 2161.06699
579, 27345.65065, 38353.29854, 28175.88986, 1774.34322
580, 27345.65065, 130128.75367, 29275.19931, 10292.70215
581, 27304.60436, 37471.99675, 28123.98219, 1868.59251
582, 27304.60436, 39905.55125, 28389.21406, 2325.60852
583, 27304.60436, 36650.54256, 28675.58426, 2196.19219
584, 27304.60436, 37151.79205, 28327.58194, 2056.14966
585, 27304.60436, 35257.39011, 28174.62203, 1877.35817
586, 27182.94692, 40065.23034, 28341.60512, 2264.49462
587, 27182.94692, 42216.74187, 28488.08520, 2453.72812
588, 27182.94692, 37287.60681, 28475.46575, 2338.60236
589, 27182.94692, 36358.99335, 28266.18006, 2072.77013
590, 27182.94692, 37444.27258, 28469.22673, 2320.58169
591, 27182.94692, 42578.10657, 28578.95558, 2655.01390
592, 27182.94692, 36358.99335, 28492.31173, 2239.42718
593, 27182.94692, 38714.12037, 28122.91663, 2252.08782
594, 27182.94692, 35272.19609, 27880.27052, 1646.98608
595, 27108.55945, 36547.71699, 28368.23981, 2156.10313
596, 27108.55945, 319279.31895, 31352.67099, 29056.34558
597, 27108.55945, 41491.50768, 28635.30598, 2883.64107
598, 27108.55945, 35213.39321, 28336.96150, 2158.34969
599, 27108.55945, 50530.84838, 28390.53422, 3109.17242
600, 27108.55945, 459467.91976, 32273.34719, 42965.06125
601, 27108.55945, 38120.28041, 28263.54853, 2425.29247
602, 27108.55945, 36178.92844, 28065.22577, 2085.05079
603, 27108.55945, 68880.93708, 28957.28366, 4807.94843
604, 27108.55945, 35900.82592, 27886.21537, 1831.77362
605, 27088.38374, 39683.62689, 28409.19029, 2533.83399
606, 27088.38374, 45100.75975, 28300.45350, 2838.81421
607, 27088.38374, 38206.64700, 28157.71976, 2275.65775
608, 27088.38374, 37086.62177, 28273.77829, 2320.95894
609, 27088.38374, 323779.80400, 31073.61197, 29494.12481
610, 27088.38374, 39159.43627, 28219.54899, 2272.04071
611, 27088.38374, 37031.64476, 27917.83821, 1948.89810
612, 27088.38374, 537911.42421, 33318.25009, 50760.36691
613, 27088.38374, 36158.75273, 27957.14037, 1753.07358
614, 27085.28742, 208612.56725, 29867.36817, 18080.76695
615, 27085.28742, 36158.75273, 27980.38200, 2046.02262
616, 27085.28742, 263275.09298, 30716.71324, 23512.91082
617, 27085.28742, 35892.11889, 28090.73877, 1856.17710
618, 27039.03230, 37373.55137, 28062.82421, 2087.63880
619, 27039.03230, 51183.97125, 28574.07569, 3866.40012
620, 27035.93598, 39298.46234, 28545.75542, 2688.89127
621, 27035.93598, 36466.31021, 28046.89186, 1933.55447
622, 27035.93598, 36155.65641, 28171.02386, 2119.74938
623, 27035.93598, 44659.30482, 28379.70862, 2685.28441
624, 27035.93598, 97084.24164, 28654.98237, 7171.33520
625, 27010.92138, 239532.14857, 30077.42783, 21150.56761
626, 27010.92138, 38044.59229, 28308.01241, 2284.84746
627, 27010.92138, 39712.47025, 28515.09290, 2883.34431
628, 27010.92138, 39556.65096, 28464.95840, 2704.60369
629, 26998.01630, 35839.67113, 28248.13299, 2143.09658
630, 27010.92138, 38044.19568, 27993.82727, 2202.39690
631, 27010.92138, 37357.57307, 28340.87421, 2598.10361
632, 27010.92138, 44224.23948, 28170.32375, 2642.30265
633, 27010.92138, 38648.88597, 28208.29073, 2382.56319
634, 27010.92138, 39697.16886, 28051.15151, 2202.66767
635, 27010.92138, 424213.17233, 32054.87201, 39481.27708
636, 27010.92138, 37602.83058, 28017.06469, 2033.48958
637, 27010.92138, 36795.58692, 27784.48884, 1766.32244
638, 27010.92138, 36394.47070, 27693.38698, 1656.71634
639, 27010.92138, 429078.67567, 34624.77941, 49441.49796
640, 27010.92138, 43268.34080, 28250.71598, 2584.54900
641, 27010.92138, 34902.56817, 28022.00971, 1888.03948
642, 27010.92138, 321046.35950, 30645.19357, 29226.89527
643, 26983.45848, 36915.54038, 28233.02473, 2331.81255
644, 26983.45848, 36081.29037, 27852.04703, 2086.92130
645, 26982.87755, 38700.42380, 28282.71238, 2484.90448
646, 26982.87755, 429078.67567, 32030.91531, 39958.75894
647, 26982.87755, 41598.25741, 28442.67337, 2897.49882
648, 26982.87755, 36497.35250, 27991.23264, 2077.17913
649, 26982.87755, 45550.37033, 28103.79801, 2594.47778
650, 26958.56669, 39449.52841, 28268.96976, 2683.97525
651, 26958.56669, 340521.79269, 31350.03393, 31170.62666
652, 26890.12554, 169374.05326, 29450.47460, 14221.63857
653, 26890.12554, 43688.81185, 28032.32709, 2395.74977
654, 26982.87755, 507010.30934, 33580.85535, 47711.40487
655, 26982.87755, 37093.35265, 28125.06732, 2306.11133
656, 26982.87755, 177940.73087, 29692.49242, 15107.50081
657, 26982.87755, 35546.37965, 27937.53550, 1845.50964
658, 26982.87755, 35736.12355, 28078.83283, 2031.92930
659, 26982.87755, 36638.59879, 28026.89962, 2145.50810
660, 26982.87755, 40429.50987, 28391.63920, 2658.91894
661, 26982.87755, 259583.27153, 30334.09956, 23137.79359
662, 26982.87755, 37511.53129, 27941.60778, 2213.36222
663, 26982.87755, 56072.57274, 28398.87599, 3736.49250
664, 26982.87755, 51590.90478, 28478.95593, 3327.98422
665, 26982.87755, 35688.86571, 28065.18090, 2042.18190
666, 26982.87755, 36964.70615, 28048.86229, 2180.37076
667, 26982.87755, 37417.74718, 27893.24334, 2122.17879
668, 26974.67011, 42675.96149, 27993.01033, 2465.03931
669, 26974.67011, 38080.96510, 28145.39037, 2502.73655
670, 26974.67011, 38955.34989, 28088.15457, 2259.05461
671, 26974.67011, 139430.73986, 29030.81308, 11285.89084
672, 26974.67011, 36638.59879, 28022.11943, 2214.54099
673, 26953.13907, 441111.64125, 35227.31284, 50145.15987
674, 26953.13907, 36600.19861, 28293.44821, 2544.69489
675, 26873.20480, 35918.42301, 27738.39073, 1650.62436
676, 26953.13907, 38274.15922, 28348.46380, 2754.30755
677, 26953.13907, 35538.17222, 28013.74682, 2151.15664
678, 26953.13907, 36767.39135, 28507.47024, 2701.35785
679, 26953.13907, 36630.39135, 28088.95602, 2220.36330
680, 26953.13907, 488291.86907, 33197.37931, 46138.21793
681, 26953.13907, 38028.90521, 27997.32132, 2235.64060
682, 26940.53396, 139409.20881, 28777.77538, 11205.16377
683, 26940.53396, 47018.38715, 28468.86394, 3118.43365
684, 26915.16249, 38166.16733, 28017.28231, 2328.31935
685, 26940.53396, 41936.44433, 27923.56283, 2324.34166
686, 26940.53396, 36608.86031, 28225.39002, 2379.76077
687, 26940.53396, 41028.69414, 27843.13718, 2134.43757
688, 26937.68823, 124317.81699, 29394.29180, 10613.74170
689, 26937.68823, 40284.73044, 28263.84755, 2632.67618
690, 26937.68823, 40410.78539, 27727.09492, 2242.81580
691, 26935.94329, 39105.87123, 28000.11594, 2306.57513
692, 26935.94329, 39973.60364, 28215.54381, 2720.90128
693, 26935.94329, 36487.02397, 27729.56736, 1905.18813
694, 26935.94329, 39105.87123, 28084.47192, 2429.20968
695, 26935.94329, 41030.18673, 28362.02683, 2619.72943
696, 26933.09757, 63378.14794, 28458.62665, 4181.76101
697, 26512.27845, 293733.84119, 30588.90566, 26568.80163
698, 26512.27845, 95748.56088, 28866.55619, 7234.91461
699, 26512.27845, 262500.12805, 32421.59242, 32283.69135
700, 26512.27845, 36605.19091, 27955.46666, 2236.25337
701, 26507.68779, 40230.51450, 28021.51243, 2815.97799
702, 26507.68779, 40773.63032, 27793.38945, 2223.81327
703, 26507.68779, 499833.34107, 33031.32824, 47120.48542
704, 26507.68779, 136611.85882, 29779.13217, 12253.76137
705, 26507.68779, 281527.95307, 32716.20754, 33783.25643
706, 26507.68779, 35888.97721, 27463.22676, 1914.87649
707, 26507.68779, 108979.64439, 28503.26972, 8520.52447
708, 26499.29298, 38894.11271, 27554.09834, 2166.60659
709, 26507.68779, 38675.87078, 27613.22284, 2222.32000
710, 26507.68779, 455122.48249, 32179.94636, 42997.89399
711, 26507.68779, 38675.87078, 27423.37857, 2062.30856
712, 26507.68779, 71198.61787, 27902.82478, 5181.47869
713, 26507.68779, 38675.87078, 27490.69212, 2151.96362
714, 26507.68779, 40271.75648, 27621.83780, 2822.88903
715, 26507.68779, 38092.55699, 27469.78720, 2137.20613
716, 26507.68779, 39749.29059, 27813.00766, 2642.79485
717, 26507.68779, 38675.87078, 27536.75123, 2115.71773
718, 26507.68779, 38675.87078, 27722.57083, 2328.06881
719, 26507.68779, 35451.31875, 27413.66672, 1843.12864
720, 26507.68779, 40208.37482, 27752.68597, 2559.28283
721, 26507.68779, 44456.56234, 27931.91188, 3051.53496
722, 26354.16583, 38675.87078, 27694.80588, 2505.61137
723, 26354.16583, 38675.87078, 27473.37967, 2099.87774
724, 26354.16583, 37162.57737, 27821.67908, 2569.38641
725, 26354.16583, 38675.87078, 27780.25958, 2624.21476
726, 26354.16583, 41788.72788, 27913.54012, 2772.53839
727, 26343.26222, 417569.94679, 33057.06314, 41222.71224
728, 26354.16583, 165370.52306, 29319.90319, 14084.59881
729, 26349.21836, 35297.79679, 27335.70724, 2042.16114
730, 26349.21836, 120674.34205, 28847.09025, 9715.40639
731, 26354.16583, 34961.20574, 27132.17698, 1583.05004
732, 26354.16583, 38522.34882, 27651.61979, 2568.23216
733, 26354.16583, 37367.22589, 27463.86646, 2190.31192
734, 26354.16583, 491025.84201, 31997.88991, 46189.31859
735, 26354.16583, 38537.23814, 27404.71623, 2429.84981
736, 26319.69648, 219376.75773, 29171.09587, 19218.21810
737, 26319.69648, 38522.34882, 27541.47192, 2293.64464
738, 26319.69648, 38731.90627, 27443.28533, 2404.53147
739, 26251.81618, 37831.18571, 27609.52570, 2430.29557
740, 26251.81618, 36693.09821, 27139.02147, 1780.24978
741, 26251.81618, 34883.14043, 27483.72281, 2197.81735
742, 26217.34683, 35846.28140, 27328.51524, 2174.74199
743, 26217.34683, 36763.83896, 27200.42428, 2239.29001
744, 26217.34683, 36687.52462, 27325.69344, 2398.23842
745, 26217.34683, 36084.36729, 26982.81954, 1620.65865
746, 26217.34683, 37302.20504, 27696.71863, 2760.98275
747, 26214.84431, 47593.60694, 27507.46577, 2989.52627
748, 26206.44323, 40177.55846, 27484.00569, 2455.49890
749, 26204.69755, 34096.83151, 26958.03365, 1447.41303
750, 26204.69755, 36585.17496, 27428.91678, 2322.73888
751, 26203.94070, 203900.90881, 29356.92528, 17745.07207
752, 26193.79395, 499439.27976, 35493.98297, 57195.56834
753, 26074.09786, 34778.34641, 27192.70495, 2097.36165
754, 26074.09786, 36578.09928, 27154.87274, 2330.79048
755, 26061.44858, 38260.39361, 27148.35037, 2238.25477
756, 26061.44858, 150837.77788, 28701.93808, 12554.53061
757, 26061.44858, 38310.38570, 27413.34157, 2565.47330
758, 26050.54498, 44839.41650, 27692.59867, 3263.32297
759, 26050.54498, 85552.87591, 27639.75346, 6179.52967
760, 26050.54498, 437886.00392, 31406.42853, 40918.38287
761, 26050.54498, 330584.47982, 30415.80333, 30269.30107
762, 26011.09732, 35060.14793, 27199.88916, 2427.41461
763, 26011.09732, 42700.60169, 27447.01627, 3162.82445
764, 26011.09732, 111921.94957, 28224.62761, 8931.73435
765, 26011.09732, 523151.80151, 31755.10237, 49422.64008
766, 26011.09732, 36611.23570, 27214.24939, 2350.81682
767, 26011.09732, 238078.27904, 29172.63160, 21123.64464
768, 26003.92407, 36679.49743, 27218.67962, 2406.60480
769, 26003.92407, 36611.23570, 26989.34703, 2054.53423
770, 26003.92407, 39429.38822, 27026.09781, 2393.26964
771, 25898.35225, 37200.61570, 26859.15956, 1920.04344
772, 25901.85324, 37830.34147, 27254.14155, 2653.23831
773, 25901.85324, 38290.04180, 26902.93342, 2216.02238
774, 25901.85324, 333800.39803, 29903.90697, 30618.45523
775, 26003.92407, 40016.27839, 27215.62756, 2554.97532
776, 25956.29329, 57989.77358, 27665.15304, 4123.80488
777, 25843.62651, 36277.66545, 26987.28105, 2109.92649
778, 25956.29329, 36277.66545, 27080.21471, 2308.80415
779, 25956.29329, 52152.49181, 27112.56325, 3230.91079
780, 25956.29329, 43767.34220, 27449.78781, 3154.68860
781, 25956.29329, 38410.51754, 27448.81873, 2932.36987
782, 25956.29329, 36729.76832, 27415.72328, 2816.93211
783, 25956.29329, 36615.38401, 27096.99860, 2388.99609
784, 25956.29329, 38286.14556, 27000.62087, 2215.72612
785, 25956.29329, 36592.76832, 26980.95243, 2198.10920
786, 25956.29329, 67075.93571, 27244.87458, 4474.50056
787, 25956.29329, 288710.36988, 29675.72680, 26143.46794
788, 25956.29329, 36592.76832, 26716.60651, 1805.45412
789, 25956.29329, 36592.76832, 27313.00200, 2630.64437
790, 25956.29329, 43264.42136, 27207.31292, 2699.62676
791, 25956.29329, 40918.92652, 27361.40890, 2978.11179
792, 25956.29329, 37164.91104, 26955.86410, 2351.36185
793, 25956.29329, 116310.20194, 28240.78079, 9340.26776
794, 25956.29329, 36230.03467, 26760.41920, 1938.59270
795, 25956.29329, 42491.84209, 26995.46142, 2513.28299
796, 25951.34582, 38502.07459, 27102.62025, 2251.27737
797, 25951.34582, 426105.03073, 31514.43985, 39749.26578
798, 25951.34582, 39734.38796, 26973.31030, 2264.83719
799, 25951.34582, 38087.62888, 27390.49514, 2760.51288
800, 25951.34582, 36923.12221, 27140.17691, 2302.15744
801, 25951.34582, 37581.52995, 27396.15546, 2788.77235
802, 25951.34582, 37463.36362, 27025.82790, 2284.31610
803, 25951.34582, 68102.29476, 27687.43367, 4895.81800
804, 25951.34582, 497210.36642, 32017.83093, 46831.26835
805, 25951.34582, 44702.10416, 27420.04876, 3270.82354
806, 25951.34582, 38399.11554, 27248.98632, 2753.92457
807, 25951.34582, 36829.83485, 27445.53511, 2888.63316
808, 25951.34582, 39104.63770, 26969.15847, 2306.26472
809, 25927.97524, 37543.29154, 27276.28686, 2592.30180
810, 25927.97524, 389366.16455, 31074.28043, 36155.40554
811, 25927.97524, 40735.51281, 27214.86416, 2579.77782
812, 25927.97524, 446803.53968, 32287.63536, 42278.84247
